Timestamp,Force_X,Force_Y,Force_Z,Torque_X,Torque_Y,Torque_Z
1626851659443,-0.6763128481075369,0.011183585628322487,-1.4978083955137282,0.4148571564318125,0.2150389448034371,-0.3540975148401074
1626851659483,-0.6432213565680485,-0.02846970217602254,-1.492456101287975,0.40651281433447944,0.21154811240369445,-0.3553844526907793
1626851659523,-0.6557583321690826,0.008977739583659532,-1.4913961096726942,0.4150152808000543,0.21235337974097504,-0.3541888770609278
1626851659563,-0.6847640570953617,0.0071735829446019405,-1.5150427783113416,0.4129922902608287,0.21732696290196243,-0.354767652255093
1626851659603,-0.6458002967832311,-0.009341106206446848,-1.4922789996205819,0.409888423736676,0.21159073900272404,-0.3548939504421182
1626851659644,-0.6515402959398526,-0.011231392285430622,-1.5011257298729133,0.40897618901378197,0.21237757285531744,-0.354923761781576
1626851659684,-0.6611298647353324,-0.004838659476688049,-1.4927343216419247,0.41102321349195325,0.21386085231040583,-0.3549311756441692
1626851659724,-0.6566574170541447,0.009147323946389629,-1.5007540662060033,0.4155935222290589,0.21204170828422325,-0.35437443877669805
1626851659764,-0.6607376854304251,-0.011176411592163772,-1.4980328252674198,0.4108364806535658,0.21320206682000328,-0.3549798376500182
1626851659804,-0.682015058581809,0.013053909340720173,-1.4885347752777938,0.4154554437764227,0.21612526397285062,-0.3544707694781255
1626851659844,-0.6838018533043493,0.012286498848633686,-1.5070847977965895,0.4145605347584392,0.2165597738522662,-0.35476629310908786
1626851659884,-0.6451279319887323,0.0006358683790247618,-1.4806645840474981,0.41395852408964967,0.21041847595258428,-0.3544269003485159
1626851659924,-0.6570886832984107,-0.004372946188545176,-1.4898328263392355,0.41325009532284507,0.21211961336977458,-0.35503380428316417
1626851659964,-0.6864834165838032,0.013386162449242676,-1.4851994834023645,0.4160775911354814,0.2166536380536104,-0.3550610872623343
1626851660005,-0.6690083746890203,0.004865877932033527,-1.4837681655815516,0.4148285062224463,0.21375050885714142,-0.3546384229031757
1626851660045,-0.661786688928025,-0.010561666992642958,-1.4877333017751961,0.4115523633854557,0.21334471874197675,-0.35536166158953775
1626851660083,-0.657883643551766,0.006257821403861864,-1.485187997555529,0.41561171171194516,0.2120758604755126,-0.3543024464243005
1626851660120,-0.6801939536304377,0.002625165570754562,-1.4830761715337113,0.41404714791804254,0.21618079112432462,-0.35476129024687053
1626851660160,-0.660339820620239,0.022742307990567444,-1.490585950845323,0.42063317960188734,0.21145458032377432,-0.3533005554286476
1626851660200,-0.6622837917600585,-0.010844920323478406,-1.4742211369722285,0.41150507240610934,0.2134824699270346,-0.35472750809705866
1626851660240,-0.6818378489807813,0.024866151582097967,-1.4852573656121006,0.4211613896815724,0.21423064055457236,-0.353453867510866
1626851660280,-0.6702059978375855,0.013912337015922439,-1.479493454121485,0.41761097326481944,0.21318005221187022,-0.3539780087719162
1626851660320,-0.6703812323027307,0.007715482553584468,-1.4839378239625154,0.41619651478034964,0.21328236223626035,-0.35416040032865453
1626851660361,-0.6716399210635079,0.008508981731432821,-1.4732060327167842,0.41660324795557535,0.21318335499513325,-0.35441195364018047
1626851660401,-0.6740812859352721,-0.0035022352159883034,-1.4895545779134391,0.4125600011838001,0.21419172445104284,-0.35502363602897347
1626851660441,-0.6696132476360375,0.01664620949178263,-1.4987941265748173,0.4178636941462871,0.21255434594988462,-0.3540770853602898
1626851660481,-0.6527723326536609,-0.0017359103604729631,-1.4799089767031872,0.41422869132986995,0.21051460761104035,-0.3545363675623234
1626851660521,-0.6664358433996659,0.008571783792562536,-1.4907529167365694,0.4167645070007987,0.2123306057655408,-0.35428289527951157
1626851660561,-0.6753537547549667,-0.0011980282273709767,-1.4994348698353495,0.4134380985670708,0.21446701446677763,-0.35522269652947347
1626851660601,-0.6613631673387054,0.0036245652498194877,-1.4936344123759644,0.4147307128662412,0.2121500002988424,-0.3546960753339412
1626851660641,-0.6677504266733061,-0.00061782634716274,-1.499764443261211,0.41353753421956235,0.2132899500623944,-0.3553745807987645
1626851660681,-0.6558918760954497,-0.0005497846585092454,-1.4921371859325752,0.41413555168270494,0.2114238313179685,-0.35499495596312886
1626851660722,-0.6753874289867885,0.003914032957621792,-1.4941016062419048,0.41373656026356986,0.21444240566716646,-0.35511286944036935
1626851660762,-0.6654778419918521,0.007035198075559272,-1.491492858491151,0.4156843361510271,0.21270690673566264,-0.3545268680637733
1626851660802,-0.6608811891106433,0.0015749571687669014,-1.492161743008582,0.4145058487675711,0.21249485477505786,-0.354744875148402
1626851660842,-0.6756771640687113,0.0030634533926975492,-1.5039167599620693,0.41342976364563877,0.21484335211811934,-0.3548313322418529
1626851660882,-0.6642814050590488,0.012290020003586226,-1.4904941958332287,0.4165530145544678,0.21250070717947953,-0.35391932852772934
1626851660922,-0.671590748244877,0.003554484444529028,-1.490438952710233,0.41423317454745556,0.21462271589503945,-0.35490586859872547
1626851660962,-0.675380475178354,0.008465297768593503,-1.4787312893630773,0.4154494281877628,0.2149769666591491,-0.3546518149744558
1626851661002,-0.6718008127428435,0.0072032183030191835,-1.4793719577063764,0.41635959921503823,0.2137901322488186,-0.3542354650338915
1626851661042,-0.66540795649539,0.009265040512982273,-1.488177592284388,0.4173657170531225,0.21235949949041028,-0.35409343948329014
1626851661083,-0.6494606534445667,0.0006878120738401968,-1.4811200111618719,0.416097115542799,0.21017909844327518,-0.3537819664343238
1626851661123,-0.671089010198792,0.016592021023253946,-1.4857171474175104,0.41885781580489323,0.21305464244344224,-0.35347387385632223
1626851661162,-0.6880124800710055,0.013118486499541254,-1.489102161126728,0.41747682057120855,0.21570201944334835,-0.3539071290578846
1626851661203,-0.6759239478247918,0.006870230218253446,-1.4854292247278296,0.4158324233476687,0.214590188838092,-0.35456810865437083
1626851661242,-0.6573912989013767,-0.004265636691946118,-1.4915068240384453,0.41463928787964455,0.21199653445220257,-0.3549269732479192
1626851661283,-0.6480682989630052,0.0023863609075036062,-1.4819495369744835,0.4166132724129221,0.20988202250521482,-0.3549732734128639
